live/beta,desease,status,model_output,symptoms
beta,Pericarditis,pass,"Pericarditis, Infarct","Throat, Diffuse, Squeezing, Sharp, Auto immune, Age>65, CP1Day (cytopathologists), Pericardial rub, T>100.4 (temperature is greater than 100.4), JVD> 4cm (jugular venous distension greater than 4 centimeters), Diaphoresis"
beta,Ischemia,pass,"Infarct, Ischemia","Left arm, Jaw, Intermittent, Onset at rest, CAD (Coronary artery disease), Age<20, GreaterCRF's (Chronic renal failure), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,AS/AI,pass,"AS/AI, Ischemia","Exertional, Dull, Pressure, Weeks, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<20, HTN (Hypertension), CTA (Computed Tomography Angiography), Diaphoresis, Low carotid puls, Murmur systolic"
beta,Ischemia,pass,"Infarct, Ischemia","Sweating, Exertional, Radiates, Central, Infarct, Age<60, GreaterCRF's (Chronic renal failure), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,GI,pass,"GI, Eso rupture","Vomiting, Ache, Stomach, Central, G.I. (gastrointestinal), Age<50, CP1Day (cytopathologists), Abd tender (Abdominal tender), Un= pulses (unequal pulse), BP differential, HR>100 (heart rate greater than 100)"
beta,Aortic Dissection,pass,"Aortic Dissection, Eso rupture","Radiating to Back, Severe, Tearing, Splitting, CTD (connective tissue disease), Age<60, GreaterCRF's (Chronic renal failure), Un= pulses (unequal pulse), BP differential, Diaphoresis, Murmur Diastolic"
beta,Aortic Dissection,pass,"Aortic Dissection, Eso rupture","Splitting, Persistent, Retrosternal, Onset at rest, Aortic dissection, Age<40, TOB (Tobacco), Sbp>140 (systolic blood pressure is greater than 140), Diaphoresis, HR>100 (heart rate greater than 100), BP differential"
beta,MS,pass,"MS, CHF","Positional, Sharp, Tender, Seconds, Musculoskeletal, Age<50, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,Infarct,pass,"Infarct, Ischemia","Exertional, Vomiting, Squeezing, Jaw, CAD (Coronary artery disease), Age<30, DM (Diabetes mellitus), Diaphoresis, Sbp>140 (systolic blood pressure is greater than 140), Sbp< 100 (systolic blood pressure is less than 100), CTA (Computed Tomography Angiography)"
beta,Infarct,pass,"Infarct, Ischemia","Dull, Nausea, Heaviness, Onset at rest, CAD (Coronary artery disease), Age>65, CP1Day (cytopathologists), CTA (Computed Tomography Angiography), Diaphoresis, HR>100 (heart rate greater than 100), Sbp< 100 (systolic blood pressure is less than 100)"
beta,MS,pass,"MS, CHF","Positional, Stabbing, Days, Tender, Musculoskeletal, Age>65, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,Pericarditis,pass,"Pericarditis, Eso rupture","Diffuse, Radiating to Back, Throat, Stabbing, Auto immune, Age<50, CP1Day (cytopathologists), T>100.4 (temperature is greater than 100.4), HR>100 (heart rate greater than 100), Pericardial rub, Diaphoresis"
beta,Pericarditis,pass,"Pericarditis, Eso rupture","Squeezing, Stabbing, Radiating to Back, Pressure, Pericarditis, Age>65, CP1Day (cytopathologists), JVD> 4cm (jugular venous distension greater than 4 centimeters), Diaphoresis, T>100.4 (temperature is greater than 100.4), HR>100 (heart rate greater than 100)"
beta,Pericarditis,pass,"Pericarditis, Eso rupture","Throat, Radiating to Back, Retrosternal, Onset at rest, Pericarditis, Age<20, CP1Day (cytopathologists), Pericardial rub, RR>20 (respiratory rate is greater than 20), T>100.4 (temperature is greater than 100.4), HR>100 (heart rate greater than 100)"
beta,Infarct,pass,"Infarct, Ischemia","Left arm, Minutes, Heaviness, Exertional, Infarct, Age>65, CP1Day (cytopathologists), HR>100 (heart rate greater than 100), CTA (Computed Tomography Angiography), Diaphoresis, Sbp>140 (systolic blood pressure is greater than 140)"
beta,PE,pass,"PE, Eso rupture","Hours, Sudden, Onset at rest, Persistent, Coagulopathy, Age<60, Calf pain/swell, RR>20 (respiratory rate is greater than 20), Diaphoresis, O2sat < 90 (oxygen saturation level is less than 90), HR>100 (heart rate greater than 100)"
beta,AS/AI,pass,"AS/AI, Ischemia","Subacute, Dull, Retrosternal, Intermittent, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<60, HTN (Hypertension), Rales, CTA (Computed Tomography Angiography), Murmur Diastolic, Low carotid puls"
beta,MS,pass,"MS, Pericarditis","Sharp, Seconds, Stabbing, Improvement with Bending, Musculoskeletal, Age<20, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,Infarct,pass,"Infarct, Ischemia","Sweating, Persistent, Radiates, Severe, Infarct, Age<40, HLD (Hyperlipidemia), CTA (Computed Tomography Angiography), Sbp>140 (systolic blood pressure is greater than 140), Sbp< 100 (systolic blood pressure is less than 100), HR>100 (heart rate greater than 100)"
beta,Ischemia,pass,"Ischemia, Infarct","Persistent, Sudden, Nitrate relief, Diffuse, Infarct, Age<40, FH (Familial history), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,AS/AI,pass,"AS/AI, CHF","Tightness, Nitrate relief, Intermittent, Exertional, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<40, HTN (Hypertension), Diaphoresis, Low carotid puls, Rales, S3"
beta,AS/AI,pass,"AS/AI, Ischemia","Subacute, Weeks, Dull, Tightness, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<50, HTN (Hypertension), Low carotid puls, Sbp< 100 (systolic blood pressure is less than 100), Murmur Diastolic, JVD> 4cm (jugular venous distension greater than 4 centimeters)"
beta,PE,pass,"PE, Pericarditis","Burning, Pleuritic, Stabbing, Intermittent, Coagulopathy, Age<50, CP1Day (cytopathologists), Pleural Rub, R S3, Sbp< 100 (systolic blood pressure is less than 100), RR>20 (respiratory rate is greater than 20)"
beta,AS/AI,pass,"AS/AI, CHF","Subacute, Retrosternal, Pressure, Exertional, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<40, HLD (Hyperlipidemia), Murmur systolic, Rales, CTA (Computed Tomography Angiography), Low carotid puls"
beta,Ischemia,fail,"Pericarditis, Infarct","Diffuse, Pressure, Onset at rest, Squeezing, CAD (Coronary artery disease), Age<20, HTN (Hypertension), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,Pulmonary,pass,"Pulmonary, PE","Subacute, Cough, Days, Persistent, COPD (Chronic obstructive pulmonary disease), Age<20, TOB (Tobacco), O2sat < 90 (oxygen saturation level is less than 90), HR>100 (heart rate greater than 100), Diaphoresis, Pleural Rub"
beta,Pulmonary,pass,"Pulmonary, Pericarditis","Gradual, Days, Persistent, Subacute, COPD (Chronic obstructive pulmonary disease), Age<30, TOB (Tobacco), Diaphoresis, Pleural Rub, RR>20 (respiratory rate is greater than 20), O2sat < 90 (oxygen saturation level is less than 90)"
beta,CHF,pass,"CHF, AS/AI","Nitrate relief, Gradual, Tightness, Short of breath, CAD (Coronary artery disease), Age<20, HTN (Hypertension), Sbp< 100 (systolic blood pressure is less than 100), Diaphoresis, Rales, O2sat < 90 (oxygen saturation level is less than 90)"
beta,Eso rupture,pass,"Eso rupture, Aortic Dissection","Localised, Gripping, Tearing, Radiates, Crepitus, Age>65, CP1Day (cytopathologists), HR>100 (heart rate greater than 100), Abd tender (Abdominal tender), Diaphoresis, RR>20 (respiratory rate is greater than 20)"
beta,Aortic Dissection,pass,"Aortic Dissection, Eso rupture","Persistent, Radiates, Splitting, Sudden, CTD (connective tissue disease), Age<60, HTN (Hypertension), HR>100 (heart rate greater than 100), Sbp< 100 (systolic blood pressure is less than 100), Diaphoresis, Murmur Diastolic"
beta,AS/AI,pass,"AS/AI, Ischemia","Subacute, Weeks, Left side, Squeezing, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<40, HTN (Hypertension), Murmur Diastolic, S3, JVD> 4cm (jugular venous distension greater than 4 centimeters), CTA (Computed Tomography Angiography)"
beta,Ischemia,pass,"Infarct, Ischemia","Severe, Gripping, Central, Jaw, Infarct, Age<50, CP1Day (cytopathologists), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,Infarct,pass,"Infarct, Ischemia","Vomiting, Tightness, Diffuse, Heaviness, CAD (Coronary artery disease), Age<30, CP1Day (cytopathologists), HR>100 (heart rate greater than 100), Diaphoresis, Sbp>140 (systolic blood pressure is greater than 140), Sbp< 100 (systolic blood pressure is less than 100)"
beta,Ischemia,fail,"Infarct, Eso rupture","Radiates, Nausea, Heaviness, Severe, CAD (Coronary artery disease), Age<30, FH (Familial history), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,Pericarditis,pass,"Pericarditis, Aortic Dissection","Heaviness, Improvement with Bending, Radiating to Back, Onset at rest, Auto immune, Age<60, CP1Day (cytopathologists), Diaphoresis, HR>100 (heart rate greater than 100), JVD> 4cm (jugular venous distension greater than 4 centimeters), Pericardial rub"
beta,GI,pass,"GI, Eso rupture","Right side, Eating, Burning, Stomach, G.I. (gastrointestinal), Age<60, CP1Day (cytopathologists), Abd tender (Abdominal tender), Un= pulses (unequal pulse), BP differential, HR>100 (heart rate greater than 100)"
beta,AS/AI,pass,"AS/AI, Pulmonary","Short of breath, Diffuse, Syncope, Tightness, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<50, HLD (Hyperlipidemia), Murmur Diastolic, Diaphoresis, HR>100 (heart rate greater than 100), Rales"
beta,Pulmonary,pass,"Pulmonary, PE","Fever, Subacute, Days, Short of breath, COPD (Chronic obstructive pulmonary disease), Age>65, GreaterCRF's (Chronic renal failure), HR>100 (heart rate greater than 100), O2sat < 90 (oxygen saturation level is less than 90), T>100.4 (temperature is greater than 100.4), Pleural Rub"
beta,PE,pass,"PE, Pericarditis","Pleuritic, Sharp, Sudden, Onset at rest, PE/DVT (Deep Vein Thrombosis and Pulmonary Embolism), Age<30, Travel, HR>100 (heart rate greater than 100), Diaphoresis, Pleural Rub, RR>20 (respiratory rate is greater than 20)"
beta,Ischemia,pass,"Ischemia, Eso rupture","Retrosternal, Severe, Nitrate relief, Persistent, CAD (Coronary artery disease), Age<20, TOB (Tobacco), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,Pericarditis,pass,"Pericarditis, Infarct","Left side, Pleuritic, Radiating to Back, Heaviness, Auto immune, Age<20, CP1Day (cytopathologists), Pericardial rub, RR>20 (respiratory rate is greater than 20), T>100.4 (temperature is greater than 100.4), Diaphoresis"
beta,Pericarditis,pass,"Pericarditis, Infarct","Heaviness, Throat, Retrosternal, Left side, Pericarditis, Age<20, CP1Day (cytopathologists), Pericardial rub, RR>20 (respiratory rate is greater than 20), T>100.4 (temperature is greater than 100.4), Diaphoresis"
beta,Aortic Dissection,pass,"Aortic Dissection, Eso rupture","Boring, Ripping, Squeezing, Persistent, CTD (connective tissue disease), Age<30, TOB (Tobacco), HR>100 (heart rate greater than 100), BP differential, Un= pulses (unequal pulse), Sbp< 100 (systolic blood pressure is less than 100)"
beta,CHF,pass,"CHF, AS/AI","Heaviness, Exertional, Subacute, Gradual, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age>65, HTN (Hypertension), O2sat < 90 (oxygen saturation level is less than 90), Diaphoresis, Edema, Rales"
beta,Eso rupture,pass,"Eso rupture, PE","Burning, Jaw, Stabbing, Sudden, CTD (connective tissue disease), Age<20, CP1Day (cytopathologists), Sbp< 100 (systolic blood pressure is less than 100), HR>100 (heart rate greater than 100), RR>20 (respiratory rate is greater than 20), Abd tender (Abdominal tender)"
beta,Eso rupture,pass,"Eso rupture, GI","Stabbing, Acid reflux, Central, Dysphagia, G.I. (gastrointestinal), Age<40, CP1Day (cytopathologists), HR>100 (heart rate greater than 100), RR>20 (respiratory rate is greater than 20), Abd tender (Abdominal tender), Diaphoresis"
beta,GI,pass,"GI, Aortic Dissection","Radiates, Retrosternal, Minutes, Burning, G.I. (gastrointestinal), Age<30, CP1Day (cytopathologists), Abd tender (Abdominal tender), Un= pulses (unequal pulse), BP differential, HR>100 (heart rate greater than 100)"
beta,AS/AI,pass,"AS/AI, Infarct","Pressure, Tightness, Dull, Short of breath, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<50, HLD (Hyperlipidemia), S3, JVD> 4cm (jugular venous distension greater than 4 centimeters), HR>100 (heart rate greater than 100), Low carotid puls"
beta,Eso rupture,pass,"Pericarditis, Eso rupture","Severe, Radiating to Back, Throat, Dysphagia, CTD (connective tissue disease), Age>65, CP1Day (cytopathologists), RR>20 (respiratory rate is greater than 20), Abd tender (Abdominal tender), HR>100 (heart rate greater than 100), Diaphoresis"
beta,Infarct,pass,"Infarct, Eso rupture","Onset at rest, Radiates, Minutes, Central, Infarct, Age<60, CP1Day (cytopathologists), HR>100 (heart rate greater than 100), Diaphoresis, Sbp>140 (systolic blood pressure is greater than 140), CTA (Computed Tomography Angiography)"
beta,AS/AI,pass,"AS/AI, Ischemia","Left side, Intermittent, Syncope, Retrosternal, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age>65, HTN (Hypertension), Murmur systolic, Sbp< 100 (systolic blood pressure is less than 100), JVD> 4cm (jugular venous distension greater than 4 centimeters), S3"
beta,Eso rupture,fail,"GI, Pericarditis","Distress, Retrosternal, Burning, Central, Hx ESO, Age>65, Trauma, Sbp< 100 (systolic blood pressure is less than 100), HR>100 (heart rate greater than 100), RR>20 (respiratory rate is greater than 20), Abd tender (Abdominal tender)"
beta,AS/AI,pass,"AS/AI, Ischemia","Exertional, Retrosternal, Months, Dull, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<40, HLD (Hyperlipidemia), Sbp< 100 (systolic blood pressure is less than 100), Murmur Diastolic, Diaphoresis, Murmur systolic"
beta,PE,pass,"PE, Pericarditis","Severe, Short of breath, Stabbing, Pleuritic, Coagulopathy, Age<20, Recent surgery , O2sat < 90 (oxygen saturation level is less than 90), Diaphoresis, RR>20 (respiratory rate is greater than 20), Pleural Rub"
beta,MS,pass,"MS, CHF","Positional, Stabbing, Sharp, Hours, Musculoskeletal, Age>65, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,PE,pass,"PE, Pulmonary","Pleuritic, Hours, Short of breath, Sudden, PE/DVT (Deep Vein Thrombosis and Pulmonary Embolism), Age>65, Recent surgery , Pleural Rub, RR>20 (respiratory rate is greater than 20), HR>100 (heart rate greater than 100), Sbp< 100 (systolic blood pressure is less than 100)"
beta,Ischemia,pass,"Ischemia, Infarct","Dull, Nausea, Intermittent, Retrosternal, Infarct, Age>65, HLD (Hyperlipidemia), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,Pericarditis,pass,"Pericarditis, Infarct","Persistent, Throat, Severe, Dull, Auto immune, Age<50, CP1Day (cytopathologists), T>100.4 (temperature is greater than 100.4), JVD> 4cm (jugular venous distension greater than 4 centimeters), Pericardial rub, Diaphoresis"
beta,Ischemia,fail,"Eso rupture, Infarct","Persistent, Nausea, Gradual, Retrosternal, CAD (Coronary artery disease), Age<40, GreaterCRF's (Chronic renal failure), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,Pericarditis,pass,"Pericarditis, MS","Gradual, Stabbing, Sharp, Positional, Auto immune, Age<50, CP1Day (cytopathologists), JVD> 4cm (jugular venous distension greater than 4 centimeters), T>100.4 (temperature is greater than 100.4), RR>20 (respiratory rate is greater than 20), Diaphoresis"
beta,AS/AI,pass,"AS/AI, CHF","Diffuse, Tightness, Nitrate relief, Short of breath, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<50, HTN (Hypertension), Sbp< 100 (systolic blood pressure is less than 100), Rales, S3, JVD> 4cm (jugular venous distension greater than 4 centimeters)"
beta,Ischemia,fail,"Infarct, Eso rupture","Jaw, Squeezing, Sudden, Central, CAD (Coronary artery disease), Age<50, HTN (Hypertension), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,Pulmonary,pass,"Pulmonary, PE","Short of breath, Fever, Gradual, Persistent, COPD (Chronic obstructive pulmonary disease), Age>65, FH (Familial history), Pleural Rub, Diaphoresis, O2sat < 90 (oxygen saturation level is less than 90), T>100.4 (temperature is greater than 100.4)"
beta,Pulmonary,pass,"Pulmonary, PE","Gradual, Fever, Persistent, Subacute, COPD (Chronic obstructive pulmonary disease), Age<20, TOB (Tobacco), T>100.4 (temperature is greater than 100.4), Pleural Rub, Diaphoresis, RR>20 (respiratory rate is greater than 20)"
